sku,name,inv,ean,erli_pln,bl_retail_pln,multistore_pln,erli_vs_bl_pct,erli_vs_multistore_pct,flags,stock
10,Pokrywa osłona plandeka na basen 305 cm INTEX 28021,MultiStore,6941057403946,27.0,27.0,27.0,100%,100%,LOSS,0
100,Zestaw do czyszczenia basenów odkurzacz wodny siatka szczotka INTEX 28003,MultiStore,6941057403915,125.0,125.0,125.0,100%,100%,LOSS,26
1004,NAMIOT DLA DZIECI DO ZABAWY NAMOCIK DOMEK KOSMOS HOPLA TOYS,MultiStore,6958868881931,34.0,34.0,34.0,100%,100%,LOSS,317
1005,NAMIOT DLA DZIECI DO ZABAWY NAMIOCIK TĘCZA HOPLA TOYS,MultiStore,6958868881924,35.0,35.0,35.0,100%,100%,LOSS,230
102,Zestaw czyszczący do czyszczenia basenów z odkurzaczem wodnym INTEX 28002,MultiStore,6941057420028,45.0,45.0,45.0,100%,100%,LOSS,0
1020,DREWNIANA KUCHNIA DLA DZIECI ZE ŚWIATŁEM I DŹWIĘKIEM POLECANA HOPLA TOYS,MultiStore,5903089066170,175.0,175.0,175.0,100%,100%,LOSS,90
103,Dozownik pojemnik do chloru chemii do basenu INTEX 29041,MultiStore,6941057404561,16.0,16.0,16.0,100%,100%,LOSS,0
1053,Skrzynka na listy stal galwanizowana antracyt ModernHome,MultiStore,5903089068792,69.0,69.0,69.0,100%,100%,LOSS,0
1054,Skrzynka na listy z gazetownikiem stal galwanizowana ModernHome,MultiStore,5903089067122,50.0,50.0,50.0,100%,100%,LOSS,0
1057,Skrzynka na listy z gazetownikiem stalowa ścienna galwanizowana ModenrHome,MultiStore,5903089067092,47.0,47.0,47.0,100%,100%,LOSS,0
1059,Fotel bujany regulowany podnóżek biało czarny ModernHome,MultiStore,5903089066781,280.0,280.0,280.0,100%,100%,LOSS,32
1080,Namiot pawilon ogrodowy eventowy na piknik + torba szary MultiGarden,MultiStore,5903089067641,230.0,230.0,230.0,100%,100%,LOSS,0
1110,Szafka na pralkę łazienkowa biała szafka z półkami 183 cm ModernHome,MultiStore,5903089067887,199.0,199.0,199.0,100%,100%,LOSS,74
1151,Leżanka ogrodowa z dużym owalnym daszkiem MultiGarden,MultiStore,5905817001125,399.0,399.0,399.0,100%,100%,LOSS,0
1158,Nowoczesny stolik kawowy półka drewniane nogi biały ModernHome,MultiStore,5903089066903,190.0,190.0,190.0,100%,100%,LOSS,200
1162,Pokrywa osłona na basen stelażowy 457 cm INTEX 28032,MultiStore,6941057403984,53.0,53.0,53.0,100%,100%,LOSS,0
1168,Pompka nożna do materaca 3 końcówki INTEX 69611,MultiStore,6941057466118,15.0,15.0,15.0,100%,100%,LOSS,0
1169,Leżak ogrodowy plażowy regulacja oparcia ruchomy daszek MultiGarden - czarny,MultiStore,5903089067467,125.0,125.0,125.0,100%,100%,LOSS,0
1170,Filtr filtry 6 sztuk typ B do pompy INTEX 29005,MultiStore,5903769976263,87.0,87.0,87.0,100%,100%,LOSS,0
1192,Pompa piaskowa filtrująca do basenów 4500 L/h INTEX 26644,MultiStore,6941057413884,459.0,459.0,459.0,100%,100%,LOSS,0
12,Pokrywa osłona plandeka na basen 305x183 cm INTEX 58412,MultiStore,6941057402604,24.0,24.0,24.0,100%,100%,LOSS,0
1201,Materac dmuchany dwuosobowy 203x183 cm welurowy INTEX 64755,MultiStore,6941057412429,60.0,60.0,60.0,100%,100%,LOSS,0
1202,Pokrywa do basenu stelażowego 300x200 cm INTEX 28038,MultiStore,6941057404011,36.0,36.0,36.0,100%,100%,LOSS,0
1204,Materac dmuchany dwuosobowy welurowy 191x137 cm INTEX 64758,MultiStore,6941057412450,45.0,45.0,45.0,100%,100%,LOSS,0
1239,STOLIK Z DWOMA KRZESŁAMI ZESTAW MEBLI DLA DZIECI KOLOROWA HOPLA TOYS,MultiStore,5903089068716,230.0,230.0,230.0,100%,100%,LOSS,238
1254,ZABAWKA DLA DZIECI DREWNIANA METALOWE STRUNY KOSTKA RÓŻOWA HOPLA TOYS,MultiStore,5903089068723,49.0,49.0,49.0,100%,100%,LOSS,0
1259,NAMIOT DLA DZIECI WARSZTAT SAMOCHODOWY NAMIOCIK MECHANIKA HOPLA TOYS,MultiStore,6958868881740,51.0,51.0,51.0,100%,100%,LOSS,0
1261,NAMIOT DLA DZIECI INDIAŃSKI TIPI WIGWAM DOMEK HOPLA TOYS,MultiStore,6958868887070,27.0,27.0,27.0,100%,100%,LOSS,159
1266,Wieszak stojący stojak na kółkach z 2 półkami na ubrania buty ModernHome,MultiStore,5903089068846,75.0,75.0,75.0,100%,100%,LOSS,0
1276,Krzesło obrotowe biurowe z podnośnikiem poduszką chromowane nogi czarne ModernHo,MultiStore,5903769976027,125.0,125.0,125.0,100%,100%,LOSS,0
1278,DREWNIANA KUCHNIA DLA DZIECI Z PIEKARNIKIEM + AKCESORIA HOPLA TOYS,MultiStore,5903769971527,130.0,130.0,130.0,100%,100%,LOSS,0
1289,DOMEK DLA LALEK DREWNIANY 3 PIĘTRA XXL REZYDENCJA PUDROWA HOPLA TOYS,MultiStore,5903089068860,439.0,439.0,439.0,100%,100%,LOSS,33
1327,Mini kuchnia grill akcesoria do kuchni dla dzieci,MultiStore,5903769970278,50.0,50.0,50.0,100%,100%,LOSS,45
1336,Kuchnia dla dzieci dźwięki LED woda generator pary dodatki,MultiStore,5903769970193,89.0,89.0,89.0,100%,100%,LOSS,0
1337,Kasa sklepowa produkty skaner kalkulator dźwięki,MultiStore,5903769970209,55.0,55.0,55.0,100%,100%,LOSS,102
1360,PCHACZ EDUKACYJNY Z KLOCKAMI DLA DZIECI STRAŻ POŻARNA PREMIUM HOPLA TOYS,MultiStore,5903089069942,115.0,115.0,115.0,100%,100%,LOSS,0
1368,Stolik kawowy loft nowoczesny 2 poziomy ModernHome,MultiStore,5903769970346,89.0,89.0,89.0,100%,100%,LOSS,79
1391,ZEGAR HOPLA TOYS,MultiStore,5903089069768,34.0,34.0,34.0,100%,100%,LOSS,346
1393,ZABAWKA EDUKACYJNA 3W1 MAGNETYCZNA KREDOWA LITERKI POLECANA HOPLA TOYS,MultiStore,5903089069805,18.0,18.0,18.0,100%,100%,LOSS,0
1420,DREWNIANA KUCHNIA DLA DZIECI OSOBNE SEGMENTY XXL TABLICA + LED HOPLA TOYS,MultiStore,5903769971480,410.0,410.0,410.0,100%,100%,LOSS,80
1446,MATA PIANKOWA EVA DLA DZIECI LITERY CYFRY 178X178 CM 36 ELEMENTÓ HOPLA TOYS,MultiStore,5903769971022,69.0,69.0,69.0,100%,100%,LOSS,190
1498,Fotel fiński bujany leżanka leżak do salonu ModernHome,MultiStore,5903769979479,240.0,240.0,240.0,100%,100%,LOSS,60
1499,Fotel fiński bujany finka do salonu biały gięta sklejka ModernHome,MultiStore,5903089068587,240.0,240.0,240.0,100%,100%,LOSS,53
1530,Toaletka kosmetyczna nowoczesna duże lustro półki ModernHome,MultiStore,5903769972562,289.0,289.0,289.0,100%,100%,LOSS,15
1531,Biurko komputerowe stół stolik gamingowe szkolne ModernHome,MultiStore,5903769972807,119.0,119.0,119.0,100%,100%,LOSS,0
1592,Fotel ogrodowy leżak leżanka bujana ogrodowa hamak MultiGarden,MultiStore,5903769971763,430.0,430.0,430.0,100%,100%,LOSS,0
1600,Materac dmuchany do spania łóżko jednoosobowy 191x99 cm INTEX 64107,MultiStore,6941057418384,40.0,40.0,40.0,100%,100%,LOSS,0
1601,Materac dmuchany do spania łóżko dwuosobowy 191x137 cm INTEX 64108,MultiStore,6941057418391,42.0,42.0,42.0,100%,100%,LOSS,0
1602,Materac dmuchany łóżko dwuosobowy 203x152 cm INTEX 64109,MultiStore,6941057418407,53.0,53.0,53.0,100%,100%,LOSS,0
1607,Duży materac dmuchany 203x152 cm dwuosobowy z pompką INTEX 64763,MultiStore,6941057418476,48.0,48.0,48.0,100%,100%,LOSS,0
1608,Duży materac dmuchany dwuosobowy 191x137 cm do spania z pompką INTEX 64762,MultiStore,6941057418469,39.0,39.0,39.0,100%,100%,LOSS,0
1609,Duży materac dmuchany 203x152 cm dwuosobowy INTEX 64759,MultiStore,6941057412467,52.0,52.0,52.0,100%,100%,LOSS,0
1671,Dmuchana poduszka welurowa INTEX 68672,MultiStore,6941057403878,6.0,6.0,6.0,100%,100%,LOSS,86
1692,Złączki do pomp węża redukcja adapter INTEX 29061,MultiStore,6941057420677,12.0,12.0,12.0,100%,100%,LOSS,4
1695,Filtr filtry typ A - do pompy basenu INTEX 29000 - 3 sztuki,MultiStore,6941057404448,33.0,33.0,33.0,100%,100%,LOSS,0
1698,"Wąż rura do pompy 38 mm 7,6 m do odkurzacza basenowego INTEX 29083",MultiStore,6941057404721,42.0,42.0,42.0,100%,100%,LOSS,462
1699,Basen brodzik dmuchany dla dzieci muchomor dach Intex 57114,MultiStore,6941057401058,30.0,30.0,30.0,100%,100%,LOSS,0
1701,Basen ogrodowy dmuchany brodzik dla dzieci okrągły INTEX 58431,MultiStore,6941057454313,43.0,43.0,43.0,100%,100%,LOSS,0
1711,LEŻAK OGRODOWY PLAŻOWY SKŁADANY CZARNY GARDENSTEIN OLDEN 98 X 62 X 14 CM,Kathay,5903769971428,115.0,115.0,115.0,100%,100%,LOSS,66
1714,LEŻAK OGRODOWY SKŁADANY PLAŻOWY BEŻOWY GARDENSTEIN OLDEN 98 X 62 X 14 CM,Kathay,5903769971459,115.0,115.0,115.0,100%,100%,LOSS,0
1715,MEBLE DLA DZIECI ZESTAW STÓŁ + 2 KRZESŁA CERTYFIKOWANA POLECANA HOPLA TOYS,MultiStore,5903089065579,249.0,249.0,249.0,100%,100%,LOSS,196
1763,Skrzynka pocztowa listy gazety stal galwanizowana,MultiStore,5903769973101,65.0,65.0,65.0,100%,100%,LOSS,50
1767,Skrzynka pocztowa listy gazety stal galwanizowana ModernHome,MultiStore,5903769973125,63.0,63.0,63.0,100%,100%,LOSS,103
1768,Skrzynka pocztowa listy gazety stal galwanizowana ModernHome,MultiStore,5903769973118,69.0,69.0,69.0,100%,100%,LOSS,5
1769,Skrzynka pocztowa listy stal galwanizowana ModernHome,MultiStore,5903769972913,33.0,33.0,33.0,100%,100%,LOSS,0
1776,ZABAWKA EDUKACYJNA MAGNETYCZNA LAPTOP LITERY CYFRY PREMIUM HOPLA TOYS,MultiStore,5903769973583,37.0,37.0,37.0,100%,100%,LOSS,87
1786,"Basen ogrodowy stelażowy duży prostokątny 2,6x1,6 m INTEX 28271",MultiStore,6941057400266,239.0,239.0,239.0,100%,100%,LOSS,0
1787,Koło do nauki pływania fotelik oparcie INTEX 56585,MultiStore,6941057402208,17.0,17.0,17.0,100%,100%,LOSS,516
1788,Koło do nauki pływania fotelik oparcie INTEX 56587,MultiStore,6941057455877,19.0,19.0,19.0,100%,100%,LOSS,380
1790,Tort do krojenia zestaw urodziny przyjęcie 125 el,MultiStore,5903769973798,30.0,30.0,30.0,100%,100%,LOSS,85
1804,Skuter wodny zabawka dmuchana do wody INTEX 57520,MultiStore,6941057457543,31.0,31.0,31.0,100%,100%,LOSS,0
1808,Leżak ogrodowy plażowy regulacja oparcia ruchomy daszek MultiGarden - niebieski,MultiStore,5903769971534,125.0,125.0,125.0,100%,100%,LOSS,0
1817,Leżak ogrodowy plażowy regulacja oparcia ruchomy daszek MultiGarden szary,MultiStore,5903089067474,125.0,125.0,125.0,100%,100%,LOSS,0
1854,Biurko komputerowe gamingowe szkolne stół ModernHome,MultiStore,5903769974061,155.0,155.0,155.0,100%,100%,LOSS,0
1876,Basen zjeżdżalnia wodny plac zabaw brodzik 57165 INTEX,MultiStore,6941057417875,141.0,141.0,141.0,100%,100%,LOSS,0
1892,ZABAWKOWY DREWNIANY WARSZTAT Z NARZĘDZIAMI - 47 EL. BEZPIECZNA HOPLA TOYS,MultiStore,5903769974429,225.0,225.0,225.0,100%,100%,LOSS,23
1894,Biurko komputerowe drewniane regał z półkami loft,MultiStore,5903769973941,165.0,165.0,165.0,100%,100%,LOSS,17
190,DOMEK Z WINDĄ DLA LALEK - REZYDENCJA MALIBU ŚWIECĄCE KOŁA HOPLA TOYS,MultiStore,5905817000203,279.0,279.0,279.0,100%,100%,LOSS,18
1923,DOMEK DLA LALEK DUŻY DREWNIANY 138 CM REZYDENCJA MAYA 28 ELEMENT HOPLA TOYS,MultiStore,5903769974887,489.0,489.0,489.0,100%,100%,LOSS,89
1936,STÓŁ STOLIK + 2 KRZESŁA MEBLE DLA DZIECI ZESTAW KOLOROWA HOPLA TOYS,MultiStore,5903769974672,180.0,180.0,180.0,100%,100%,LOSS,20
2002,ZESTAW PIĘKNOŚCI KOSMETYCZKA 6 AKCESORIÓW BEAUTY POLECANA HOPLA TOYS,MultiStore,5903769973880,36.9,36.9,36.9,100%,100%,LOSS,0
2046,STOLIK Z INSTRUMENTAMI STÓŁ MUZYCZNY CYMBAŁKI +18M PREMIUM HOPLA TOYS,MultiStore,6942397336550,28.0,28.0,28.0,100%,100%,LOSS,16
2052,WÓZEK LODZIARNIA DLA DZIECI SKLEP 12 ELEMENTÓW PREMIUM HOPLA TOYS,MultiStore,5903769974917,95.0,95.0,95.0,100%,100%,LOSS,92
2054,ZABAWKA KOSTKA EDUKACYJNA SORTER +KLOCKI POLECANA KOLOROWA HOPLA TOYS,MultiStore,5903769975167,65.0,65.0,65.0,100%,100%,LOSS,21
2086,Szafka na buty stojak regał półka loft 3 poziomy ModernHome,MultiStore,5905817000753,67.0,67.0,67.0,100%,100%,LOSS,0
209,Zewnętrzna siatka do trampoliny 8 FT/6 słupków 244-250 cm,MultiStore,5903089061885,76.0,76.0,76.0,100%,100%,LOSS,0
2099,DREWNIANA KUCHNIA DLA DZIECI + DŹWIĘKI ŚWIATEŁKA CERTYFIKOWANA HOPLA TOYS,MultiStore,5903769975389,189.0,189.0,189.0,100%,100%,LOSS,116
21,NAMIOT DLA DZIECI NAMIOCIK PAŁAC KSIĘŻNICZKI ZAMEK PODWIJANE HOPLA TOYS,MultiStore,6958868887155,50.0,50.0,50.0,100%,100%,LOSS,146
210,Siatka zewnętrzna do trampoliny 12 ft 8 słupków 366 cm,MultiStore,5903089061915,93.0,93.0,93.0,100%,100%,LOSS,0
2121,ROWER TRÓJKOŁOWY BIEGOWY 2W1 RĄCZKA DO PROWADZENIA BEZPIECZNA HOPLA TOYS,MultiStore,5903769975563,115.0,115.0,115.0,100%,100%,LOSS,0
2137,Wieszak stojak podłogowy na ubrania drewniany LOFT,MultiStore,5903332062607,111.0,111.0,111.0,100%,100%,LOSS,125
2140,Półka z wieszakami na ubrania drewniana LOFT,MultiStore,5903332062584,79.0,79.0,79.0,100%,100%,LOSS,37
2146,Szafka na buty regał z siedziskiem LOFT drewniana,MultiStore,5903332062522,252.0,252.0,252.0,100%,100%,LOSS,97
2147,Szafka na buty regał z siedziskiem LOFT drewniana,MultiStore,5903332062270,247.88,247.88,247.88,100%,100%,LOSS,71
2160,Szafka na kółkach mobilna biała do pralki,MultiStore,5903332074792,52.2,52.2,52.2,100%,100%,LOSS,0
2162,ZESTAW MEBLI OGRODOWYCH METALOWYCH 4-OSOBOWYCH GARDENSTEIN JORN 90 X 50 CM,Kathay,5903769975570,319.0,329.0,319.0,97%,100%,LOSS,156
2168,LEŻAK OGRODOWY SKŁADANY ALUMINIOWY CZARNY GARDENSTEIN OLDEN 90 X 62 X 13 CM,Kathay,5903769975754,95.0,95.0,95.0,100%,100%,LOSS,147
2169,LEŻAK OGRODOWY SKŁADANY ALUMINIOWY BEŻOWY GARDENSTEIN OLDEN 90 X 62 X 13 CM,Kathay,5903769975761,95.0,95.0,95.0,100%,100%,LOSS,44
2171,Leżak ogrodowy z zagłówkiem składana konstrukcja szary MultiGarden,MultiStore,5903769975785,95.0,95.0,95.0,100%,100%,LOSS,0
2173,ZABAWKA UKULELE DLA DZIECI DREWNIANA 4 STRUNY NYLONOWE HOPLA TOYS,MultiStore,5903769975808,45.0,45.0,45.0,100%,100%,LOSS,68
22,NAMIOT DLA DZIECI ZAMEK RYCERZA NAMIOCIK DOMEK CASTLE HOPLA TOYS,MultiStore,6958868887360,47.0,47.0,47.0,100%,100%,LOSS,12
2205,Materac dmuchany z zagłówkiem wodny na plażę INTEX 58894,MultiStore,6941057458946,28.0,28.0,28.0,100%,100%,LOSS,0
2207,Basen stelażowy ogrodowy prostokątny 220x150x60 cm 28270 INTEX,MultiStore,6941057400259,229.0,229.0,229.0,100%,100%,LOSS,0
2215,Koło do pływania opona z uchwytami materac wodny INTEX 56268,MultiStore,6941057456263,17.0,17.0,17.0,100%,100%,LOSS,0
2227,Pompa piaskowa filtrująca do basenu 10 500 L/h INTEX 26648,MultiStore,6941057413921,699.0,699.0,699.0,100%,100%,LOSS,0
2229,Dmuchany materac żółw morski do pływania dla dzieci INTEX 57555,MultiStore,6941057402994,49.0,49.0,49.0,100%,100%,LOSS,0
2231,Zestaw do siatkówki wodnej pływająca siatka do basenu INTEX 56508,MultiStore,6941057402215,34.0,34.0,34.0,100%,100%,LOSS,0
2233,Dmuchana wyspa z daszkiem dmuchany materac 199x150 cm INTEX 58292,MultiStore,6941057452920,319.0,319.0,319.0,100%,100%,LOSS,0
2234,Dmuchany materac żółw dla dzieci do pływania INTEX 57524,MultiStore,6941057457529,33.0,33.0,33.0,100%,100%,LOSS,0
2235,Komplet akcesoriów do czyszczenia zestaw do basenu INTEX 29056,MultiStore,6941057404646,35.0,35.0,35.0,100%,100%,LOSS,0
2237,Akcesoria do czyszczenia basenów odkurzacz siatka INTEX 29057,MultiStore,6941057404653,59.0,59.0,59.0,100%,100%,LOSS,0
2238,Dmuchany basen dla dzieci brodzik INTEX 57403,MultiStore,6941057454030,43.0,43.0,43.0,100%,100%,LOSS,0
2263,Materac plażowy z siateczką do pływania chłodzący niebieski INTEX 58836 BLUE,MultiStore,6941057402369,59.0,59.0,59.0,100%,100%,LOSS,0
2265,Materac plażowy z siateczką do pływania chłodzący zielony INTEX 58836 GREEN,MultiStore,5903769976157,59.0,59.0,59.0,100%,100%,LOSS,0
2268,Wiosła do pontonu 2 sztuki 122 cm jednopiórowe INTEX 59623,MultiStore,6941057456232,18.0,18.0,18.0,100%,100%,LOSS,0
2271,Pompa piaskowa filtrująca 7900 l/h INTEX 26646,MultiStore,6941057413907,559.0,559.0,559.0,100%,100%,LOSS,0
2272,Filtr filtry typ A - do pompy basenu INTEX 29000 - 2 sztuki,MultiStore,6941057404431,15.0,15.0,15.0,100%,100%,LOSS,0
2294,Bramka piłkarska z siatką do piłki nożnej 180x122 cm MOVEPRO,MultiStore,5903769975891,53.0,53.0,53.0,100%,100%,LOSS,0
2295,Bramka piłkarska treningowa + mata celnościowa 180x122 cm MOVEPRO,MultiStore,5903769975907,105.0,105.0,105.0,100%,100%,LOSS,0
2297,Bramka piłkarska treningowa + mata celnościowa 180x122 cm MOVEPRO,MultiStore,5903769975914,119.0,119.0,119.0,100%,100%,LOSS,22
2326,FOTEL FOTELIK DO KARMIENIA 2W1 TACKA PASY WYSOKIEJ JAKOŚCI HOPLA TOYS,MultiStore,5903769972906,85.0,85.0,85.0,100%,100%,LOSS,0
2358,Regał drewniany nowoczesny szafka nocna 2 półki LOFT ModernHome,MultiStore,5903769976683,45.0,45.0,45.0,100%,100%,LOSS,0
2359,Regał drewniany nowoczesny metalowa rama LOFT 3 półki ModernHome,MultiStore,5903769976690,59.0,59.0,59.0,100%,100%,LOSS,0
2360,Regał drewniany nowoczesny metalowa rama LOFT 4 półki ModernHome,MultiStore,5903769976706,79.0,79.0,79.0,100%,100%,LOSS,0
2361,Regał drewniany nowoczesny metalowa rama LOFT 5 półek ModernHome,MultiStore,5903769976713,109.0,109.0,109.0,100%,100%,LOSS,0
2362,Regał drewniany szeroki nowoczesny LOFT 5 półek ModernHome,MultiStore,5903769976744,111.0,111.0,111.0,100%,100%,LOSS,0
2366,Szafka na buty stojak regał półka drewniana LOFT ModernHome,MultiStore,5903769976638,93.0,93.0,93.0,100%,100%,LOSS,0
2368,Regał drewniany metalowa rama szeroki LOFT 3 półki czarny ModernHome,MultiStore,5903769977628,73.0,73.0,73.0,100%,100%,LOSS,49
2385,Materac dmuchany łóżko 203x152 cm z pompką dwuosobowy INTEX 67770ND,MultiStore,6941057423043,131.0,131.0,131.0,100%,100%,LOSS,4
2399,Hantle regulowane 2x10 kg sztanga zestaw 20 kg gryf MOVEPRO,MultiStore,5903769976874,103.0,103.0,103.0,100%,100%,LOSS,44
2400,Hantle regulowane 2x15 kg sztanga zestaw 30 kg gryf MOVEPRO,MultiStore,5903769976881,115.0,115.0,115.0,100%,100%,LOSS,52
2401,Hantle regulowane 2x20 kg sztanga zestaw 40 kg gryf MOVEPRO,MultiStore,5903769976898,145.0,145.0,145.0,100%,100%,LOSS,0
2403,Materac dmuchany z bandami głębokie łóżko dla dziecka + pompka INTEX 66810,MultiStore,6941057468105,105.0,105.0,105.0,100%,100%,LOSS,0
2406,DUŻY DREWNIANY TOR GARAŻ PARKING Z WINDĄ + AUTKA PREMIUM HOPLA TOYS,MultiStore,5903769977208,80.0,80.0,80.0,100%,100%,LOSS,162
2422,Legowisko pluszowe uniwersalne dla Psa Kota 80cm - jasnoszare,MultiStore,5903332075249,69.48,69.48,69.48,100%,100%,LOSS,8
2424,Legowisko pluszowe uniwersalne dla Psa Kota 40cm - jasnoszare,MultiStore,5903332075225,28.0,28.0,28.0,100%,100%,LOSS,216
2464,Stolik kuchenny nowoczesny drewniany kwadratowy 80x80 cm ModernHome,MultiStore,5903769977109,145.0,145.0,145.0,100%,100%,LOSS,0
2530,NAMIOT DLA DZIECI NAMIOCIK TUNEL STONOGA HOPLA TOYS,MultiStore,6958868886011,46.0,46.0,46.0,100%,100%,LOSS,0
2538,STÓŁ OGRODOWY DREWNIANY Z METALOWYMI NOGAMI GARDENSTEIN EINAR 140 X 80 CM,Kathay,5903769976966,199.0,209.0,199.0,95%,100%,LOSS,617
2541,ZESTAW STÓŁ I 2 ŁAWKI DREWNIANY SKŁADANY GARDENSTEIN GRENE 180 X 74 CM,Kathay,5903769977666,310.0,310.0,310.0,100%,100%,LOSS,260
2542,ZESTAW MEBLI OGRODOWYCH SKŁADANY STÓŁ 2 ŁAWKI GARDENSTEIN GRENE 180 CM,Kathay,5903769977642,310.0,310.0,310.0,100%,100%,LOSS,358
2554,Podstawka pod laptopa stolik do łóżka 60x40 cm czarna ModernHome,MultiStore,5903769977444,28.0,28.0,28.0,100%,100%,LOSS,0
2555,Podstawka pod laptopa stolik do łóżka 60x40 cm ModernHome,MultiStore,5903769977437,28.0,28.0,28.0,100%,100%,LOSS,0
2567,Biurko narożne gamingowe biurowe LOFT szkolny stół czarny,MultiStore,5903769977376,210.0,210.0,210.0,100%,100%,LOSS,7
2573,ROWEREK TRÓJKOŁOWY Z OBRACANYM SIEDZENIEM DASZEK CZERWONY HOPLA TOYS,MultiStore,5903089064633,180.0,180.0,180.0,100%,100%,LOSS,0
2585,ROWER TRÓJKOŁOWY OBRACANY DASZEK WYTRZYMAŁE GUMOWE KOŁA SZARY HOPLA TOYS,MultiStore,5903769974122,199.0,199.0,199.0,100%,100%,LOSS,0
2586,ROWER TRÓJKOŁOWY OBRACANY DASZEK WYTRZYMAŁE GUMOWE KOŁA NIEBIESK HOPLA TOYS,MultiStore,5903089063315,199.0,199.0,199.0,100%,100%,LOSS,0
2589,Odkurzacz czyściciel automatyczny do dna basenów ZX50 INTEX 28007,MultiStore,6941057421902,185.0,185.0,185.0,100%,100%,LOSS,11
2590,Pokrywa solarna grzewcza mata do basenu 244 cm INTEX 28010,MultiStore,6941057422190,29.0,29.0,29.0,100%,100%,LOSS,0
2591,Pokrywa solarna grzewcza mata do basenu 305 cm INTEX 28011,MultiStore,6941057422206,42.0,42.0,42.0,100%,100%,LOSS,0
2594,Pokrywa solarna grzewcza mata do basenu 366 cm INTEX 28012,MultiStore,6941057422213,46.0,46.0,46.0,100%,100%,LOSS,0
2596,Pokrywa na basen 457 cm mata plandeka INTEX 28023,MultiStore,6941057403953,43.0,43.0,43.0,100%,100%,LOSS,0
2597,Pokrywa na basen 396 cm mata plandeka INTEX 28026,MultiStore,6941057403960,36.0,36.0,36.0,100%,100%,LOSS,0
2598,Pokrywa plandeka mata do basenu stelażowego 260x160 cm INTEX 28036,MultiStore,6941057423081,31.0,31.0,31.0,100%,100%,LOSS,0
2599,Fontanna do basenu kolorowy spryskiwacz led INTEX 28089,MultiStore,6941057404103,89.0,89.0,89.0,100%,100%,LOSS,0
2600,Kij teleskopowy do czyszczenia 239 cm do siatki INTEX 29054,MultiStore,6941057404622,29.0,29.0,29.0,100%,100%,LOSS,42
2601,Kij teleskopowy do czyszczenia 279 cm do siatki INTEX 29055,MultiStore,6941057404639,29.0,29.0,29.0,100%,100%,LOSS,4
2602,"Wąż rura do pompy 38 mm 1,5 m do odkurzacza basenowego INTEX 29060",MultiStore,6941057404684,15.0,15.0,15.0,100%,100%,LOSS,0
2604,Pompka ręczna tłokowa dwukierunkowa Double Quick III INTEX 68615,MultiStore,6941057466156,22.0,22.0,22.0,100%,100%,LOSS,0
2606,Filtry S1 komplet 6 sztuk zestaw Pure SPA INTEX 29011,MultiStore,6941057417905,55.0,55.0,55.0,100%,100%,LOSS,707
2607,Wąż do pompy długość 150 cm średnica 32 mm INTEX 29059,MultiStore,6941057404677,9.0,9.0,9.0,100%,100%,LOSS,0
2613,Wiosła 2 sztuki do pontonu aluminiowe do kajaku jednopiórowe 137 cm INTEX 69625,MultiStore,6941057417844,44.0,44.0,44.0,100%,100%,LOSS,9
2614,Wiosło do pontonu aluminiowe do kajaku dwupiórowe 218 cm INTEX 69629,MultiStore,6941057417837,35.0,35.0,35.0,100%,100%,LOSS,0
2618,Basen brodzik dla dzieci pompowany jasny róż INTEX 57100,MultiStore,5903769978663,22.0,22.0,22.0,100%,100%,LOSS,302
2619,Basen brodzik dla dzieci pompowany niebieski INTEX 57100,MultiStore,5903769978670,24.0,24.0,24.0,100%,100%,LOSS,26
2629,Deska do pływania dmuchana z uchwytami dla dzieci INTEX 58165 ORANGE,MultiStore,6941057451657,17.0,17.0,17.0,100%,100%,LOSS,0
2630,Deska do pływania dmuchana z uchwytami dla dzieci czerwona INTEX 58165 RED,MultiStore,5903769978700,17.0,17.0,17.0,100%,100%,LOSS,0
