sku,name,inv,ean,erli_pln,bl_retail_pln,multistore_pln,erli_vs_bl_pct,erli_vs_multistore_pct,flags,stock
3404,Daszek nad drzwi 200x100 cm zadaszenie osłona poliwęglan podwójny MultiGarden,MultiStore,5905817002580,221.0,221.0,221.0,100%,100%,LOSS,0
3405,DASZEK NAD DRZWI ZADASZENIE POLIWĘGLANOWE CZARNE MARKETIA HOME 150 X 80 CM,Kathay,5905817002559,135.0,135.0,135.0,100%,100%,LOSS,87
3408,Organizer pudełko szkatułka na biżuterię z lustrem ModernHome,MultiStore,5905817001989,20.0,20.0,20.0,100%,100%,LOSS,18
3411,Stacja pogodowa METEO SP107 czarna,MultiStore,5907265021908,141.0,141.0,141.0,100%,100%,LOSS,0
3412,Stacja pogodowa METEO SP107 biała,MultiStore,5907265021892,131.0,131.0,131.0,100%,100%,LOSS,160
3415,Stacja pogodowa METEO SP110B z DCF biała,MultiStore,5907265021939,121.0,121.0,121.0,100%,100%,LOSS,1034
3418,MARKIZA TARASOWA BALKONOWA WODOODPORNA SZARA GARDENSTEIN NORDEN 200 X 120,Kathay,5905817002467,240.0,240.0,240.0,100%,100%,LOSS,4
3419,Składana markiza 300x180 cm boczna roleta parawan do ogrodu na taras beżowa Mult,MultiStore,5905817002504,199.0,199.0,199.0,100%,100%,LOSS,0
3420,MARKIZA SKŁADANA OGRODOWA BOCZNA ANTRACYT GARDENSTEIN BREKKE 300 X 180 CM,Kathay,5905817002498,239.0,239.0,239.0,100%,100%,LOSS,110
3423,Składana markiza 300x200 cm boczna roleta parawan do ogrodu na taras beżowa Mult,MultiStore,5905817002511,240.0,240.0,240.0,100%,100%,LOSS,0
3424,Składana markiza 300x200 cm boczna roleta parawan do ogrodu na taras antracyt Mu,MultiStore,5905817002528,249.0,249.0,249.0,100%,100%,LOSS,0
3426,Szafka łazienkowa słupek 80cm biała,MultiStore,5903332006335,46.0,46.0,46.0,100%,100%,LOSS,5
3428,Nowoczesny regał na książki do salonu 6 półek,MultiStore,5903332069880,403.19,403.19,403.19,100%,100%,LOSS,18
3429,Regał na buty metalowy czarny 3 poziomy,MultiStore,5903332063451,107.0,107.0,107.0,100%,100%,LOSS,0
3440,Zestaw komplet krzeseł MARK białe drewniane nogi 4szt,MultiStore,5903332067947,373.0,373.0,373.0,100%,100%,LOSS,188
3441,Krzesło PRINT różowe ekoskóra obrotowe chromowana podstawa,MultiStore,5903332061815,133.64,133.64,133.64,100%,100%,LOSS,0
3442,Krzesło PRINT niebieskie ekoskóra obrotowe chromowana podstawa,MultiStore,5903332061822,133.64,133.64,133.64,100%,100%,LOSS,146
3444,Krzesło PRINT biało-różowe ekoskóra obrotowe chromowana podstawa,MultiStore,5903332061860,133.64,133.64,133.64,100%,100%,LOSS,335
3458,KOMPLET 2 KRZESEŁ OGRODOWYCH SKŁADANYCH SZARYCH GARDENSTEIN BREKKE,Kathay,5905817001071,111.0,111.0,111.0,100%,100%,LOSS,387
3462,MATA EDUKACYJNA PIANKOWA DLA DZIECI MIASTO ELEMENTÓW CM HOPLA TOYS,MultiStore,6958868803957,20.0,20.0,20.0,100%,100%,LOSS,78
3468,Krzesło z ekoskóry do salonu i jadalni 4szt. chromowane nogi szare,MultiStore,5904224309374,339.0,339.0,339.0,100%,100%,LOSS,27
3471,Hoker stołek barowy obrotowy podnóżek regulacja wysokości czarny ekoskóra Modern,MultiStore,5905817002313,79.0,79.0,79.0,100%,100%,LOSS,0
3477,Dwie bramki piłkarskie z siatką do piłki nożnej 180x122 cm MOVEPRO,MultiStore,5905817002030,99.0,99.0,99.0,100%,100%,LOSS,0
3478,Kwietnik regał na kwiaty ozdoby 4 półki metal MDF ciemny orzech ModernHome,MultiStore,5905817002429,91.0,91.0,91.0,100%,100%,LOSS,6
3481,Bramka piłkarska z siatką do piłki nożnej 300x200 cm MOVEPRO,MultiStore,5905817002009,165.0,165.0,165.0,100%,100%,LOSS,69
3486,Uchwyt na napoje półka do nadmuchiwanego basenu z hydromasażem SPA INTEX 28500,MultiStore,6941057404967,15.0,15.0,15.0,100%,100%,LOSS,0
3487,Siedzisko do nadmuchiwanego basenu z hydromasażem siedzenie z tworzywa INTEX SPA,MultiStore,6941057404981,65.0,65.0,65.0,100%,100%,LOSS,0
3488,Wielokolorowa lampa LED na baterie do SPA INTEX 28503,MultiStore,6941057404998,42.0,42.0,42.0,100%,100%,LOSS,0
3489,Uchwyt do napojów podświetlany LED z miejscem na tablet telefon SPA INTEX 28520,MultiStore,6941057420660,39.0,39.0,39.0,100%,100%,LOSS,0
3491,Magnetyczna lampa basenowa różne kolory LED INTEX 28698,MultiStore,6941057413969,220.0,220.0,220.0,100%,100%,LOSS,0
3492,Samolot dmuchany z działkiem INTEX 57536 czerwony,MultiStore,5903890601799,49.0,49.0,49.0,100%,100%,LOSS,0
3493,Zestaw gitara elektryczna mikrofon statyw dla dzieci MP3 - niebieska,MultiStore,5905817002825,40.0,40.0,40.0,100%,100%,LOSS,83
3504,Pokrywa solarna grzewcza mata do basenu 457 cm INTEX 28013,MultiStore,6941057422220,85.0,85.0,85.0,100%,100%,LOSS,0
3505,Mata solarna pokrywa do basenu stelażowego 400x200 cm INTEX 28028,MultiStore,6941057422282,39.0,39.0,39.0,100%,100%,LOSS,0
3508,Tablica z koszem do koszykówki stojąca regulowana wysokość piłka pompka,MultiStore,5905817002818,83.0,83.0,83.0,100%,100%,LOSS,0
3509,Warsztat majsterkowicza stół narzędziowy dla dzeci z narzędziami 23 elementy,MultiStore,5905817002801,41.0,41.0,41.0,100%,100%,LOSS,137
3510,Warsztat majsterkowicza dla dzieci 3w1 z narzędziami składany,MultiStore,5905817002795,80.0,80.0,80.0,100%,100%,LOSS,118
3533,Dmuchana trampolina zamek dla dzieci 174x174x135 cm INTEX 48259,MultiStore,6941057442594,249.0,249.0,249.0,100%,100%,LOSS,61
3535,Pływająca lampka solarna LED INTEX 28695,MultiStore,6941057408743,69.0,69.0,69.0,100%,100%,LOSS,18
3536,Odkurzacz bezprzewodowy do czyszczenia basenów INTEX 28628,MultiStore,6941057422770,255.0,255.0,255.0,100%,100%,LOSS,0
3537,Basen ogrodowy stelażowy duży prostokątny 220x150 cm INTEX 28266,MultiStore,6941057423333,229.0,229.0,229.0,100%,100%,LOSS,0
3538,Odkurzacz basenowy do czyszczenia automatyczny do basenu ZX300 INTEX 28005,MultiStore,6941057419596,369.0,369.0,369.0,100%,100%,LOSS,5
3539,Mata solarna pokrywa do basenu stelażowego 488x244 cm INTEX 28029,MultiStore,6941057422299,59.0,59.0,59.0,100%,100%,LOSS,0
3540,Mata solarna pokrywa do basenu stelażowego okrągła INTEX 28014,MultiStore,6941057422237,89.0,89.0,89.0,100%,100%,LOSS,0
3541,Odkurzacz basenowy do czyszczenia automatyczny do basenu ZX100 INTEX 28006,MultiStore,6941057422756,205.0,205.0,205.0,100%,100%,LOSS,0
3560,NAKŁADKA NA TOALETĘ ZE SCHODKAMI DRABINKĄ DLA DZIECI EDUKACYJNA HOPLA TOYS,MultiStore,5905817002917,53.0,53.0,53.0,100%,100%,LOSS,227
3565,Jeździk traktor New Holland z przyczepką interaktywna kierownica dźwięki dla dzi,MultiStore,5905817003112,121.0,121.0,121.0,100%,100%,LOSS,44
3569,Komplet 4 krzeseł krzesło welurowe do jadalni i salonu 4 sztuki szare ModernHome,MultiStore,5905817002931,310.0,310.0,310.0,100%,100%,LOSS,25
3581,Daszek do huśtawki 200x120 cm wodoodporne poszycie szary MultiGarden,MultiStore,5905817003358,79.0,79.0,79.0,100%,100%,LOSS,0
3582,Daszek do huśtawki 200x120 cm wodoodporne poszycie zielony MultiGarden,MultiStore,5905817003341,79.0,79.0,79.0,100%,100%,LOSS,0
3587,POKROWIEC NA HUŚTAWKĘ OGRODOWĄ SZARY WODOODPORNY GARDENSTEIN TOVEN 120 X,MultiStore,5905817003280,49.0,49.0,49.0,100%,100%,LOSS,0
3588,Siedzisko podkład do huśtawki ogrodowej 140x100 cm szare MultiGarden,MultiStore,5905817003297,49.0,49.0,49.0,100%,100%,LOSS,0
3599,JEŹDZIK GRAWITACYJNY POJAZD DLA DZIECI KOŁA LED ZIELONY HOPLA TOYS,MultiStore,5905817003020,89.0,89.0,89.0,100%,100%,LOSS,193
3600,JEŹDZIK GRAWITACYJNY POJAZD DLA DZIECI KOŁA LED NIEBIESKI HOPLA TOYS,MultiStore,5905817003006,89.0,89.0,89.0,100%,100%,LOSS,266
3601,JEŹDZIK GRAWITACYJNY POJAZD DLA DZIECI KOŁA LED RÓŻOWY PREMIUM HOPLA TOYS,MultiStore,5905817003013,89.0,89.0,89.0,100%,100%,LOSS,248
3603,JEŹDZIK GRAWITACYJNY POJAZD DLA DZIECI KOŁA LED FIOLETOWY HOPLA TOYS,MultiStore,5905817003044,89.0,89.0,89.0,100%,100%,LOSS,125
3615,Biurko Komputerowe narożne brązowe stalowa konstrukcja dwie półki,MultiStore,5903332063000,451.0,451.0,451.0,100%,100%,LOSS,0
3617,Fotel biurowy krzesło obrotowe z szerokim oparciem eco-skóra czarne,MultiStore,5903332061709,149.32,149.32,149.32,100%,100%,LOSS,0
3618,Fotel biurowy krzesło obrotowe z szerokim oparciem welur aksamit czarne,MultiStore,5903332061785,149.32,149.32,149.32,100%,100%,LOSS,208
3619,Fotel biurowy krzesło obrotowe z szerokim oparciem welur aksamit ciemnoszare,MultiStore,5903332061778,149.32,149.32,149.32,100%,100%,LOSS,153
3622,Krzesło obrotowe biurowe z szerokim oparciem welur aksamit granatowe,MultiStore,5903332061747,149.0,149.0,149.0,100%,100%,LOSS,0
3625,Krzesło obrotowe biurowe z szerokim oparciem welur aksamit szare,MultiStore,5903332061723,149.32,149.32,149.32,100%,100%,LOSS,0
3627,Krzesło obrotowe biurowe z szerokim oparciem eco-skóra chrom szare,MultiStore,5903332061716,149.0,149.0,149.0,100%,100%,LOSS,0
3632,Plastikowy regał łazienkowy z 4 półkami kółka czarny ModernHome,MultiStore,5905817003181,39.0,39.0,39.0,100%,100%,LOSS,0
3633,Metalowy regał mobliny łazienkowy z 4 półkami kółka czarny ModernHome,MultiStore,5905817003174,53.0,53.0,53.0,100%,100%,LOSS,0
3641,"MATA PIANKOWA EVA DLA DZIECI FARMA 90,5X90,5 CM 21 EL. HOPLA TOYS",MultiStore,5905817003440,28.0,28.0,28.0,100%,100%,LOSS,0
3661,KUCHNIA DLA DZIECI Z DŹWIĘKAMI I LED DREWNIANA DUŻA OTWIERANE SZ HOPLA TOYS,MultiStore,5905817003396,250.0,250.0,250.0,100%,100%,LOSS,8
3663,Duże lustro stojące 148 cm aluminiowa rama rozstawiane ModernHome,MultiStore,5905817003273,83.0,83.0,83.0,100%,100%,LOSS,43
3664,Duże lustro stojące 159 cm aluminium czarna rama  ModernHome,MultiStore,5905817003266,115.0,115.0,115.0,100%,100%,LOSS,36
3672,Suszarka do włosów 3w1 z jonizacją i regulacją 1600W VENTA WEBBER,MultiStore,5907265024961,403.0,403.0,403.0,100%,100%,LOSS,113
3676,Waga łazienkowa analityczna 15 parametrów Apple Health Google Fit SCALA WEBBER,MultiStore,5907265026606,255.0,255.0,255.0,100%,100%,LOSS,281
3681,Stacja pogodowa z DCF 3 czujniki projektor laserowy,MultiStore,5907265022059,180.14,180.14,180.14,100%,100%,LOSS,0
3682,Stacja pogodowa WIFI + miernik zanieczyszczenia powietrza,MultiStore,5907265022066,162.0,162.0,162.0,100%,100%,LOSS,327
3683,Stacja pogodowa WIFI z prognozą pogody,MultiStore,5907265022073,102.0,102.0,102.0,100%,100%,LOSS,1077
3685,Stacja pogodowa + miernik wiatru oraz opadów,MultiStore,5907265022097,348.0,348.0,348.0,100%,100%,LOSS,303
3687,STÓŁ NARZĘDZIOWY HOPLA TOYS,MultiStore,5905817003877,155.0,155.0,155.0,100%,100%,LOSS,20
3707,Zestaw do pokera blackjacka 500 żetonów 2 talie kart kości mata do gry zamykana ,MultiStore,5905817003952,103.0,103.0,103.0,100%,100%,LOSS,289
3724,Frytownica beztłuszczowa Eldom FR35,MultiStore,5908277388188,121.0,121.0,121.0,100%,100%,LOSS,154
3729,NAMIOT DLA DZIECI PLAC ZABAW 3W1 IGLO TIPI TUNEL ZESTAW HOPLA TOYS,MultiStore,6958868824020,85.0,85.0,85.0,100%,100%,LOSS,0
3733,Kuchnia dla dzieci dźwięki LED zlew 10 akcesoriów,MultiStore,5905817004034,45.0,45.0,45.0,100%,100%,LOSS,40
3743,Garaż samochodowy XXL komenda policji 5 poziomów + mata z miastem 82 elementy,MultiStore,5905817004119,89.0,89.0,89.0,100%,100%,LOSS,0
3745,Regał organizer pomocnik do kuchni łazienki metalowy 4 półki kółka czarny Modern,MultiStore,5905817004331,39.0,39.0,39.0,100%,100%,LOSS,0
3756,Materac dmuchany do spania 203x152 cm dwuosobowy łóżko INTEX 64143,MultiStore,6941057413556,62.0,62.0,62.0,100%,100%,LOSS,0
3757,Materac dmuchany do spania 191x99 cm jednosobowy łóżko INTEX 64146ND,MultiStore,6941057422893,59.0,59.0,59.0,100%,100%,LOSS,0
3760,Materac dmuchany dla dzieci do spania 157x88x18 cm niebieski INTEX 66803NP BLUE,MultiStore,5905817006823,36.0,36.0,36.0,100%,100%,LOSS,0
3764,Zestaw 4 krzeseł do salonu jadalni proste pikowane krzesło chromowane nogi czarn,MultiStore,5904224306656,332.1,332.1,332.1,100%,100%,LOSS,13
3765,Zestaw 4 krzeseł do salonu jadalni z ekoskóry wyprofilowane oparcie białe,MultiStore,5904224305574,332.1,332.1,332.1,100%,100%,LOSS,164
3766,Zestaw 4 krzeseł do salonu jadalni z ekoskóry wyprofilowane oparcie szare,MultiStore,5904224311148,332.1,332.1,332.1,100%,100%,LOSS,12
3773,Fotel fiński bujany z podnóżkiem finka leżanka do salonu ModernHome,MultiStore,5905817004423,299.0,299.0,299.0,100%,100%,LOSS,43
3775,STOLIK Z INSTRUMENTAMI STÓŁ MUZYCZNY CYMBAŁKI TALERZ PERKUSYJNY HOPLA TOYS,MultiStore,5905817003884,34.0,34.0,34.0,100%,100%,LOSS,136
3776,DREWNIANA KUCHNIA DLA DZIECI DŹWIĘKI LED PIEKARNIK PRALKA AKCESO HOPLA TOYS,MultiStore,5905817003839,209.0,209.0,209.0,100%,100%,LOSS,0
3778,DUŻA DREWNIANA KUCHNIA DLA DZIECI Z WARZYWNIAKIEM I AKCESORIAMI HOPLA TOYS,MultiStore,5905817003822,210.0,210.0,210.0,100%,100%,LOSS,39
3779,"ROWEREK BIEGOWY DLA DZIECI BEZPIECZNA KONSTRUKCJA KOŁA EVA ""KOSM HOPLA TOYS",MultiStore,5905817004430,99.0,99.0,99.0,100%,100%,LOSS,19
3782,Zestaw 4 krzeseł tapicerowane pikowane do jadalni i salonu 4 sztuki szare,MultiStore,5904224305628,332.1,332.1,332.1,100%,100%,LOSS,0
3783,Zestaw 4 krzeseł tapicerowane pikowane do jadalni i salonu 4 sztuki szare,MultiStore,5904224306663,332.1,332.1,332.1,100%,100%,LOSS,21
3785,Biurko komputerowe regał z półkami regulowane nóżki dąb sonoma,MultiStore,5903332086283,249.0,249.0,249.0,100%,100%,LOSS,72
3788,Skrzynia kufer do przechowywania styl rustykalny,MultiStore,5903332070718,327.0,327.0,327.0,100%,100%,LOSS,27
3795,NOCNIK TOALETA SEDES DLA DZIECI WYJMOWANY WKŁAD ANTYPOŚLIZGOWE N HOPLA TOYS,MultiStore,5905817004485,33.0,33.0,33.0,100%,100%,LOSS,0
3796,NOCNIK TOALETA SEDES DLA DZIECI WYJMOWANY WKŁAD ANTYPOŚLIZGOWE N HOPLA TOYS,MultiStore,5905817004492,19.0,19.0,19.0,100%,100%,LOSS,0
3797,NOCNIK TOALETA SEDES DLA DZIECI WYJMOWANY WKŁAD ANTYPOŚLIZGOWE N HOPLA TOYS,MultiStore,5905817004508,33.0,33.0,33.0,100%,100%,LOSS,50
3800,FOTEL KRZESEŁKO DO KARMIENIA DZIECI 2W1 ZIELONY CERTYFIKOWANA HOPLA TOYS,MultiStore,5905817004577,109.0,109.0,109.0,100%,100%,LOSS,18
3804,LEŻAK OGRODOWY SKŁADANY SZARY Z PODUSZKĄ GARDENSTEIN SVANEN 74 X 74 X 18 CM,Kathay,5905817005208,151.0,151.0,151.0,100%,100%,LOSS,249
3806,GARNEK ŻELIWNY OGRODOWY 5L GARDENSTEIN HALDEN 26.5 X 26.5 X 20 CM,Kathay,5905817004799,85.0,85.0,85.0,100%,100%,LOSS,179
3807,KOCIOŁEK ŻELIWNY OGRODOWY 8 L GARDENSTEIN HALDEN 29 X 29 X 26 CM,Kathay,5905817004805,105.0,105.0,105.0,100%,100%,LOSS,221
3808,KOCIOŁEK ŻELIWNY OGRODOWY 10 L GARDENSTEIN HALDEN 32 X 32 X 26 CM,Kathay,5905817004812,129.0,129.0,129.0,100%,100%,LOSS,33
3809,Kociołek żeliwny stojący 15L garnek myśliwski ognisko grill MultiGarden,MultiStore,5905817004829,219.0,219.0,219.0,100%,100%,LOSS,0
3812,WÓZEK TRANSPORTOWY PLAŻOWY SKŁADANY CZERWONY 48 X 90 CM GARDENSTEIN BODEN,Kathay,5905817005154,125.0,125.0,125.0,100%,100%,LOSS,25
3821,Sztuczny bluszcz żywopłot 500x50 cm zielona osłona na balkon maskująca,MultiStore,5905817005383,65.0,65.0,65.0,100%,100%,LOSS,0
3823,Sztuczny bluszcz żywopłot 300x100 cm zielona osłona na balkon maskująca,MultiStore,5905817005406,65.0,65.0,65.0,100%,100%,LOSS,0
3832,Roleta markiza pionowa zwijana na korbkę balkon taras altana beżowa MultiGarden,MultiStore,5905817005482,240.0,240.0,240.0,100%,100%,LOSS,0
3833,STOLIK OGRODOWY KWADRATOWY METALOWY 80 X 80 CM GARDENSTEIN BREKKE,Kathay,5905817004867,118.0,118.0,118.0,100%,100%,LOSS,341
3834,STOLIK OGRODOWY OKRĄGŁY METALOWY Z OTWOREM NA PARASOL GARDENSTEIN BREKKE,Kathay,5905817004850,115.0,115.0,115.0,100%,100%,LOSS,87
3835,STÓŁ OGRODOWY METALOWY NA PARASOL CZARNY GARDENSTEIN BREKKE 120 X 70 CM,Kathay,5905817004836,180.0,225.0,180.0,80%,100%,LOSS|UNDER_10,495
3839,Leżak plażowy ogrodowy składany leżanka regulacja oparcia stalowa konstrukcja sz,MultiStore,5905817004911,220.0,220.0,220.0,100%,100%,LOSS,0
3842,Ogrzewacz gazowy promiennik grzejnik 13 kW szklany na ogród patio reduktor kamie,MultiStore,5905817004966,770.0,770.0,770.0,100%,100%,LOSS,47
3844,PARASOL GRZEJNIK GAZOWY OGRODOWY 13 KW GARDENSTEIN BREKKE Z POKROWCEM,Kathay,5905817005024,730.0,769.0,730.0,95%,100%,LOSS,190
3845,GRZEJNIK OGRODOWY GAZOWY PARASOLOWY 11 KW GARDENSTEIN BREKKE 100 X 41 X 41,Kathay,5905817005109,719.0,719.0,719.0,100%,100%,LOSS,232
3848,Bramka barierka zabezpieczająca 74-130 cm na schody i drzwi metal drewno dodatko,MultiStore,5905817006540,209.0,209.0,209.0,100%,100%,LOSS,0
3849,Bramka barierka zabezpieczająca 74-100 cm na schody i drzwi metal drewno dodatko,MultiStore,5905817006526,139.0,139.0,139.0,100%,100%,LOSS,63
3850,Bramka barierka zabezpieczająca 74-80 cm na schody i drzwi metal drewno ECOTOYS,MultiStore,5905817006533,109.0,109.0,109.0,100%,100%,LOSS,12
3852,Barierka ochronna na łóżko 150 cm osłona zabezpieczenie dla dzieci ECOTOYS,MultiStore,5905817006441,85.0,85.0,85.0,100%,100%,LOSS,110
3853,Barierka ochronna na łóżko 180 cm osłona zabezpieczenie dla dzieci ECOTOYS,MultiStore,5905817006458,109.0,109.0,109.0,100%,100%,LOSS,351
3854,Barierka ochronna na łóżko 200 cm osłona zabezpieczenie dla dzieci ECOTOYS,MultiStore,5905817006465,109.0,109.0,109.0,100%,100%,LOSS,253
3855,Bramka barierka zabezpieczająca 74-105 cm na schody i drzwi stal dodatkowe panel,MultiStore,5905817006427,131.0,131.0,131.0,100%,100%,LOSS,106
3856,Stolik boczny pod laptopa kawowy w kształcie litery C marmur czarny ModernHome,MultiStore,5905817005543,50.0,50.0,50.0,100%,100%,LOSS,0
3857,Szafka regał organizer tekstylny z wyciąganymi koszami 3 poziomy loft czarna Mod,MultiStore,5905817005550,79.0,79.0,79.0,100%,100%,LOSS,0
3859,Bramka kojec barierka ochronna dla dzieci i zwierząt 5 paneli 60 cm metal czarny,MultiStore,5905817006434,209.0,209.0,209.0,100%,100%,LOSS,0
3867,Pokrywa solarna do basenu 549 cm INTEX 28015,MultiStore,6941057422244,115.0,115.0,115.0,100%,100%,LOSS,0
3868,Pokrywa solarna do basenu stelażowego 549 cm INTEX 28016,MultiStore,6941057422251,89.0,89.0,89.0,100%,100%,LOSS,0
387,Pompka ręczna do matareca basenu DOUBLE QUICK II INTEX 68612,MultiStore,6941057466125,10.0,10.0,10.0,100%,100%,LOSS,0
3872,Basen ogrodowy stelażowy 450x220x84 cm 7127 litrów INTEX 28273,MultiStore,6941057400280,459.0,459.0,459.0,100%,100%,LOSS,0
3873,Odkurzacz basenowy elektryczny bezprzewodowy INTEX 28626,MultiStore,6941057426082,212.0,212.0,212.0,100%,100%,LOSS,0
3874,Zjeżdżalnia dla dzieci ogrodowa ślizg 183 cm stal tworzywo INTEX 44106,MultiStore,6941057426501,279.0,279.0,279.0,100%,100%,LOSS,0
3877,Nadmuchiwane SPA basen z hydromasażem 6 os. 216x71 cm akcesoria premium INTEX 28,MultiStore,6941057418186,1899.0,1899.0,1899.0,100%,100%,LOSS,0
3880,Opryskiwacz ciśnieniowy 8L ogrodowy ręczny 2.2-2.5 bar długa lanca pompa tłokowa,MultiStore,5905817005048,24.0,24.0,24.0,100%,100%,LOSS,0
3882,Leżak ogrodowy leżanka zagłówek stalowa konstrukcja czarny MultiGarden,MultiStore,5905817005192,151.0,151.0,151.0,100%,100%,LOSS,0
3885,Basen stelażowy okrągły dla dzieci 244x76 cm różowy INTEX 28290,MultiStore,6941057423340,229.0,229.0,229.0,100%,100%,LOSS,0
3886,Dmuchany krokodyl materac do pływania z uchwytami 203x114 cm INTEX 58562,MultiStore,6941057458564,39.0,39.0,39.0,100%,100%,LOSS,0
3889,Pompa filtrująca piaskowa do basenu 3500 L/h INTEX 26642,MultiStore,6941057421872,329.0,329.0,329.0,100%,100%,LOSS,0
3890,NAMIOT OGRODOWY PAWILON SKŁADANY ZIELONY 300 X 300 CM GARDENSTEIN STIGEN,Kathay,5905817005604,179.0,179.0,179.0,100%,100%,LOSS,84
3892,NAMIOT OGRODOWY PAWILON IMPREZOWY SZARY 300 X 300 CM GARDENSTEIN STIGEN,Kathay,5905817005628,179.0,179.0,179.0,100%,100%,LOSS,153
3893,NAMIOT OGRODOWY PAWILON HANDLOWY ZIELONY GARDENSTEIN STIGEN 200 X 200 X,Kathay,5905817005673,189.0,199.0,189.0,95%,100%,LOSS,261
3894,Namiot pawilon ogrodowy handlowy 3x6 m 6 ścianek biały MultiGarden,MultiStore,5905817005635,310.0,310.0,310.0,100%,100%,LOSS,0
3895,Namiot pawilon ogrodowy handlowy 3x9 m 8 ścianek biały MultiGarden,MultiStore,5905817005642,449.0,449.0,449.0,100%,100%,LOSS,0
3896,Namiot pawilon ogrodowy handlowy 3x6 m 6 ścianek szary MultiGarden,MultiStore,5905817006489,310.0,310.0,310.0,100%,100%,LOSS,0
3897,Namiot pawilon ogrodowy handlowy 3x9 m 8 ścianek szary MultiGarden,MultiStore,5905817006472,469.0,469.0,469.0,100%,100%,LOSS,0
3899,Rowerek biegowy dla dzieci koła EVA regulacja siodełka biały ECOTOYS,MultiStore,5905817006014,65.0,65.0,65.0,100%,100%,LOSS,30
3900,Rowerek biegowy dla dzieci koła EVA regulacja siodełka zielony ECOTOYS,MultiStore,5905817006021,65.0,65.0,65.0,100%,100%,LOSS,21
3901,Rowerek biegowy dla dzieci koła EVA regulacja siodełka różowy ECOTOYS,MultiStore,5905817006038,65.0,65.0,65.0,100%,100%,LOSS,23
3902,Rowerek biegowy dla dzieci koła EVA regulacja siodełka szary ECOTOYS,MultiStore,5905817006359,65.0,65.0,65.0,100%,100%,LOSS,21
3904,Kettlebell kettle 4 kg do ćwiczeń hantla kula odważnik obciążenie ciężar fitness,MultiStore,5905817006229,15.0,15.0,15.0,100%,100%,LOSS,116
3906,Kettlebell kettle 8 kg do ćwiczeń hantla kula odważnik obciążenie ciężar fitness,MultiStore,5905817006274,29.0,29.0,29.0,100%,100%,LOSS,0
3914,Grill węglowy duży ogrodowy z pokrywą termometr półki koła dmuchawa gratis,MultiStore,5904224310561,430.5,430.5,430.5,100%,100%,LOSS,161
3918,Hantle sześciokątne zestaw 2x2 kg ciężarki do ćwiczeń obciążniki fitness różowe ,MultiStore,5905817006106,21.0,21.0,21.0,100%,100%,LOSS,0
3920,Hantle sześciokątne zestaw 2x3 kg ciężarki do ćwiczeń obciążniki fitness różowe ,MultiStore,5905817006151,33.0,33.0,33.0,100%,100%,LOSS,0
3922,Hantle sześciokątne zestaw 2x4 kg ciężarki do ćwiczeń obciążniki fitness różowe ,MultiStore,5905817006168,36.0,36.0,36.0,100%,100%,LOSS,0
393,Duża pompka ręczna do matareca basenu DOUBLE QUICK II INTEX 68614,MultiStore,6941057466149,13.0,13.0,13.0,100%,100%,LOSS,0
4230,Suszarka na pranie odzież bieliznę stojąca rozsuwana balkonowa 27 metrów czarna,MultiStore,5904265076792,158.67,158.67,158.67,100%,100%,LOSS,443
4233,STOLIK OGRODOWY KWADRATOWY METALOWY 105 CM GARDENSTEIN BREKKE,Kathay,5905817004874,199.0,199.0,199.0,100%,100%,LOSS,117
4238,Ławka ogrodowa z oparciem parkowa na taras balkon metalowa konstrukcja,MultiStore,5904265074149,237.0,237.0,237.0,100%,100%,LOSS,166
